"id" "meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc.1" "mt.1" "sdc.1" "sdt.1" "mc.2" "mt.2" "sdc.2" "sdt.2" "mc.3" "mt.3" "sdc.3" "sdt.3" "mc.4" "mt.4" "sdc.4" "sdt.4" "mc.5" "mt.5" "sdc.5" "sdt.5" "mc.6" "mt.6" "sdc.6" "sdt.6" "mc.7" "mt.7" "sdc.7" "sdt.7" "mc.8" "mt.8" "sdc.8" "sdt.8" "mc.9" "mt.9" "sdc.9" "sdt.9" "mc.10" "mt.10" "sdc.10" "sdt.10" "mc.11" "mt.11" "sdc.11" "sdt.11" "mc.12" "mt.12" "sdc.12" "sdt.12" "mc.13" "mt.13" "sdc.13" "sdt.13" "mc.14" "mt.14" "sdc.14" "sdt.14" "teststat.1" "teststat.2" "teststat.3" "teststat.4" "teststat.5" "cor.1" "cor.2" "cor.3" "cor.4" "cor.5" "cor.6" "cor.7" "cor.8" "cor.9" "cor.10" "cor.11" "cor.12" "cor.13" "cor.14" "int.cor" "rxx.1" "ryy.1" "rxx.2" "ryy.2" "or.a.1" "or.b.1" "or.c.1" "or.d.1" "or.a.2" "or.b.2" "or.c.2" "or.d.2" "or.a.3" "or.b.3" "or.c.3" "or.d.3" "or.a.4" "or.b.4" "or.c.4" "or.d.4" "input" "output" "effestnew" "znew" "disc.eff" "disccat.eff" "disc.z" "disccat.z" "info" "disc.n" "macomm" "comm2" "effest.exp" "effestnew.exp"
243 "Freund" "Bailey" "r" "10.1080/00221325.1974.10532281" 1974 "Journal of Genetic Psychology" 39 0.542 15 "article" 0 "0" "Correlation between Otis Quick-Scoring Test and self-rating for males in the 4th grade." "NA" "NA" 37 0.4 "r" NA "\"At the 4th grade level, the male student’s Self-rating and Otis score were correlated at a significant level (Y = .40, p < .05),\"" "NA" "NA" 37 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.4 NA 0 0 NA NA 0 0 NA NA 0.4 0.4
244 "Freund" "Bailey" "r" "10.1080/00221325.1974.10532281" 1974 "Journal of Genetic Psychology" 39 0.542 15 "article" 0 "0" "Correlation between Otis Quick-Scoring Test and self-rating for males in the 8th grade." "NA" "NA" 40 0.29 "r" NA "Table 1, row 1, 8th grade" "NA" "NA" 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.29 NA 0 0 NA NA 0 0 NA NA 0.29 0.29
245 "Freund" "Chamorro-Premuzic" "r" "10.1080/01443410500390921" 2006 "Educational Psychology" 39 1.157 24 "article" 0 "0" "Correlation academic performance (WPT) and self-assessed intelligence." "NA" "NA" 184 0.41 "r" NA "\"the correlation of SAI with IQ was exactly the same before and after completion of the WPT, namely r = .414, p < .001.\" Page 774" "NA" "NA" 184 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.414 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.414 NA -0.004 0 NA NA 0 0 NA NA 0.41 0.414
246 "Freund" "Chamorro-Premuzic" "r" "10.1016/j.jrp.2003.10.002" 2004 "Journal of Research in Personality" 76 2.251 38 "article" 0 "3" "Correlation psychometric intelligence (S&M spatial ability test) and estimated intelligence." "NA" "NA" 83 0.4 "r" NA "Table 1. Correlation S and S." "NA" "NA" 83 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.4 NA 0 0 NA NA 0 0 NA NA 0.4 0.4
247 "Freund" "DeNisi" "r" "10.1037/0021-9010.62.5.641" 1977 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation SAT verbal and self-reported verbal ability." "NA" "NA" 114 0.36 "r" NA "Table 1" "NA" "NA" 114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.36 NA 0 0 NA NA 0 0 NA NA 0.36 0.36
248 "Freund" "DeNisi" "r" "10.1037/0021-9010.62.5.641" 1977 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation SAT (combined) and self-reported general intelligence." "NA" "NA" 114 0.35 "r" NA "Table 1" "NA" "NA" 114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.35 NA 0 0 NA NA 0 0 NA NA 0.35 0.35
249 "Freund" "DeNisi" "r" "10.1037/0021-9010.62.5.641" 1977 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "0" "Correlation Minnesota Paper Forms Board and self-reported spatial orientation." "NA" "NA" 114 0.21 "r" NA "Table 1" "NA" "NA" 114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.21 NA 0 0 NA NA 0 0 NA NA 0.21 0.21
250 "Freund" "Furnham Disou" "o" "10.1027/1614-0001.28.1.37" 2007 "Journal of Individual Differences" 21 1.946 55 "article" 0 "0" "Correlation fluid intelligence and self-estimate." "NA" "NA" 101 0.53 "r" NA "Table 1" "NA" "NA" 101 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.53 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.53 NA 0 0 NA NA 0 0 NA NA 0.53 0.53
251 "Freund" "Furnham Disou" "o" "10.1027/1614-0001.28.1.37" 2007 "Journal of Individual Differences" 21 1.946 55 "article" 0 "0" "Correlation crystallized intelligence and self-estimate." "NA" "NA" 101 0.51 "r" NA "Table 1" "NA" "NA" 101 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.51 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.51 NA 0 0 NA NA 0 0 NA NA 0.51 0.51
252 "Freund" "Furnham" "r" "10.1007/s12144-009-9064-z" 2009 "Current Psychology" 28 0.644 13 "article" 0 "0" "Correlation multiple intelligences test and self-estimated verbal abilities." "NA" "NA" 187 0.44 "r" NA "Table 6. Self estimated verbal and test derived linguistic." "NA" "NA" 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.44 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.44 NA 0 0 NA NA 0 0 NA NA 0.44 0.44
253 "Freund" "Furnham" "r" "10.1007/s12144-009-9064-z" 2009 "Current Psychology" 28 0.644 13 "article" 0 "0" "Correlation multiple intelligences test and self-estimated inter-personal abilities." "NA" "NA" 187 0.35 "r" NA "Table 6. Self estimated interpresonal and test derived interpersonal" "NA" "NA" 187 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.35 NA 0 0 NA NA 0 0 NA NA 0.35 0.35
254 "Freund" "Proyer" "o" "10.1515/HUMR.2009.008" 2009 "Humor" 29 0.467 16 "article" 0 "2" "Correlation gelotophobia and self-estimation of spatial intelligence." "NA" "NA" 167 0.16 "r" NA "The correlation coefficients were .19 ( p < .05) for verbal, .50 for numeric ( p < .01), .16 ( p < .05) for spatial intelligence\" Page 173" "NA" "NA" 167 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.16 NA 0 0 NA NA 0 0 NA "Sample size in MA maybe too large (range study 2 from 151-177). We copied the MA authors' sample size since we are unsure." 0.16 0.16
255 "Freund" "Rammstedt" "o" "10.1024//0170-1789.23.4.435" 2002 "Zeitschrift fu¨r Differentielle und Diagnostische Psychologie," 35 NA NA "article" 0 "0" "Correlation perceptual speed intelligence score and self-estimated perceptual speed intelligence." "NA" "NA" 228 -0.04 "r" NA "Table 3. Perceptual speed intelligence vs self estimated intelligence perceptual speed" "NA" "NA" 228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.04 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" -0.04 NA 0 0 NA NA 0 0 NA NA -0.04 -0.04
256 "Freund" "Steinmayr" "r" "10.1007/s11199-009-9675-8" 2009 "Sex Roles" 75 1.582 43 "article" 0 "0" "Correlation measured figural intelligence and self-estimated figural intelligence for girls." "NA" "NA" 203 0.3 "r" NA "Table 2, row 3 column 11" "NA" "NA" 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.3 NA 0 0 NA NA 0 0 NA NA 0.3 0.3
257 "Freund" "Visser" "o" "10.1027/1614-0001.29.1.35" 2008 "Journal of Individual Differences," 21 1.946 55 "article" 0 "0" "Correlation measured spatial ability and self-estimated spatial ability." "NA" "NA" 200 0.05 "r" NA "Table 3 row 2" "NA" "NA" 200 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.05 NA 0 0 NA NA 0 0 NA NA 0.05 0.05
258 "Freund" "Westbrook" "o" "10.1177/106907279400200203" 1994 "Journal of Career Assessment" 38 1.364 25 "article" 0 "0" "Correlation verbal reasoning abilities and self-rated verbal reasoning abilities for females." "NA" "NA" 111 0.66 "r" NA "Table 7, verbal reasoning row - females 1a" "NA" "NA" 111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.66 NA 0 0 NA NA 0 0 NA NA 0.66 0.66
259 "Freund" "Westbrook" "o" "10.1177/106907279400200203" 1994 "Journal of Career Assessment" 38 1.364 25 "article" 0 "0" "Correlation numerical abilities and self-rated numerical abilities for females." "NA" "NA" 111 0.59 "r" NA "Table 7, numerical reasoning row - females 1a" "NA" "NA" 111 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.59 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.59 NA 0 0 NA NA 0 0 NA NA 0.59 0.59
260 "Freund" "Westbrook" "r" "10.1177/106907279400200203" 1994 "Journal of Career Assessment" 38 1.364 25 "article" 0 "0" "Correlation mechanical reasoning abilities and self-rated mechanical reasoning abilities for males." "NA" "NA" 99 0.35 "r" NA "Table 7, mechanical reasoning row - males 1a" "NA" "NA" 99 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.35 NA 0 0 NA NA 0 0 NA NA 0.35 0.35
261 "Green" "Brand" "o" "10.1300/J229v07n01_06" 2006 "Journal of Trauma and Dissociation" 32 1.294 NA "article" 0 "0" "Patients (c) Student simulators (t) on SIRS total scale mean." "20" "43" 63 0.5 "d" NA "Table 1 total score. Signal reversed. Positive effect = higher score on SIRS by treatment group." "20" "43" 63 100.7 87.4 28 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 0.539197260194945 NA -0.0391972601949448 0 NA NA 0 0 NA NA 0.5 0.539197260194945
262 "Green" "Edens" "o" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Controls (c) vs suspected malingerers (t)" "15" "13" 28 0.11 "d" NA NA "15" "13" 28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" 0.11 NA 0 0 NA NA 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\"" 0.11 0.11
263 "Green" "Edens" "r" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Patients (c) vs suspected malingerers (t)" "15" "13" 28 1.46 "d" NA NA "15" "13" 28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" 1.46 NA 0 0 NA NA 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\"" 1.46 1.46
264 "Green" "Edens" "r" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Controls (c) vs simulators of malingering (t)" "15" "14.5" 29.5 1.33 "d" NA NA "15" "14.5" 29.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" 1.33 NA 0 0 NA NA 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\"" 1.33 1.33
265 "Green" "Edens" "r" "10.1080/00223890709336832" 2007 "Journal of Personality Assessment," 72 2.258 30 "article" 0 "0" "Patients (c) vs simulators of malingering (t)" "15" "14.5" 29.5 2.75 "d" NA NA "15" "14.5" 29.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" 2.75 NA 0 0 NA NA 2 0 "MA halves the control group sample size because it is used for more than one effect size." "No statistics given on separate or total SIRS scale score. In primary study: \"Further information on analyses regarding scale-level correspondence with the SIRS is available from J. F. Edens\"" 2.75 2.75
266 "Green" "Gothard" "o" "10.1007/BF01499340" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Incompetent defendants (c) vs Malingerer (t) on SIRS total score" "24" "3.5" 27.5 2.87 "d" NA "Table 1. Incompetent N=23, competent N=25. Total = 48/2 = 24. Mean of effect incompetents vs malingerers (z = 0.892423953526593) and competents vs malingerers (d = 0.814284262698852). Mean is total effect" "24" "3.5" 27.5 39.78 90.86 16.97 11.11 25.2 90.86 24.7 11.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 2.93340488280712 NA -0.063404882807121 1 NA NA 1 0 "MA halves the control group sample size because it is used for more than one effect size." "Table 1 incompetents n = 30 is incorrect." 2.87 2.93340488280712
267 "Green" "Gothard" "o" "10.1007/BF01499341" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Controls (c) vs Malingerers (t) on SIRS total score" "15" "3.5" 18.5 6.93 "d" NA "Table 1" "15" "3.5" 18.5 15.47 90.86 10.83 11.11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 6.93376054087688 NA -0.00376054087687994 0 NA NA 0 0 "MA halves the control group sample size because it is used for more than one effect size." NA 6.93 6.93376054087688
268 "Green" "Gothard" "o" "10.1007/BF01499342" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Incompetent and competent defendants (c) vs Simulators (t) on SIRS total score" "24" "15" 39 2.96 "d" NA "Table 1. Incompetent N=23, competent N=25. Total = 48/2 = 24. Mean of effect incompetents vs simulators (z = 1.18233797430441 ) and competents vs malingerers (z =  1.14450887661497). Mean is toal effect." "24" "15" 39 39.78 114.1 16.97 35.52 25.2 114.1 24.7 35.52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 2.96911521390273 NA -0.00911521390273373 0 NA NA 0 0 "MA halves the control group sample size because it is used for more than one effect size." "Table 1 incompetents n = 30 is incorrect." 2.96 2.96911521390273
269 "Green" "Gothard" "o" "10.1007/BF01499343" 1995 "Law and Human Behavior." 75 2.542 30 "article" 0 "0" "Controls (c) vs Simulators (t) on SIRS total score." "15" "15" 30 3.76 "d" NA "Table 1." "15" "15" 30 15.47 114.1 10.83 35.52 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 3.75619652766756 NA 0.00380347233244427 0 NA NA 0 0 "MA halves the control group sample size because it is used for more than one effect size." NA 3.76 3.75619652766756
270 "Green" "Heinze" "o" "10.1300/J158v01n04_02" 2001 "The Journal of Forensic Psychiatry and Psychology" 15 0.598 17 "article" 0 "0" "Population means (c) vs malingerers (t) on SIRS total score." "57" "57" 114 5.16 "d" NA "Table 1. SD recalculated from SE." "57" "57" 114 37.34 102.42 NA 49.07392 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "d" 5.16 NA 0 0 NA NA 2 0 NA "\"effect sizes were calculated by comparing results to initial validation data of genuine psychiatric patients\". Control group is population mean, but no SD available, effect size copied." 5.16 5.16
271 "Green" "Rogers" "o" "10.1007/s10979-008-9145-9" 2009 "Law and Human Behavior," 75 2.542 30 "article" 0 "0" "GEN-Both (c) vs FMD (t) on SIRS total scores." "138" "49" 187 2.42 "d" NA "Table 6. Total scores." "138" "49" 187 50.82 99.41 19.39 23.81 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 2.35553632213043 NA 0.0644636778695693 1 NA NA 1 0 "MA halves the control group sample size because it is used for more than one effect size." NA 2.42 2.35553632213043
272 "Green" "Rogers" "o" "10.1007/s10979-008-9145-9" 2009 "Law and Human Behavior," 75 2.542 30 "article" 0 "0" "GEN-Both (c) vs FCI (t) on SIRS total scores." "138" "79" 217 1.31 "d" NA "Table 6. Total scores." "138" "79" 217 50.82 78.57 19.39 26.72 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "d" 1.24277079158349 NA 0.0672292084165147 1 NA NA 1 0 "MA halves the control group sample size because it is used for more than one effect size." NA 1.31 1.24277079158349
